NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
林承飛,04/16(7),統一7-ELEVEn,4,2,0,2,1,0.0,0.0,0.0,1.0,0,0,0.0,0.28600000000000003,0.0,0.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
楊家維,04/16(7),樂天,4,4,1,1,1,0.0,0.0,1.0,4.0,1,0,0.0,0.125,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
朱育賢,04/16(7),統一7-ELEVEn,4,4,5,2,3,0.0,0.0,2.0,9.0,1,0,0.0,0.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林安可,04/16(7),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.125,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
鄧志偉,04/16(7),樂天,1,1,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
陳傑憲,04/16(7),樂天,3,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.14300000000000002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
潘傑楷,04/16(7),樂天,4,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.111,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
藍寅倫,04/16(7),統一7-ELEVEn,4,3,0,2,1,1.0,0.0,0.0,2.0,1,0,0.0,0.375,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
江亮緯,04/16(7),樂天,4,3,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.14300000000000002,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林立,04/16(7),統一7-ELEVEn,4,3,1,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.444,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林靖凱,04/16(7),樂天,1,1,0,1,1,1.0,0.0,0.0,2.0,0,0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林祐樂,04/16(7),樂天,3,3,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
陳鏞基,04/16(7),樂天,3,3,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.417,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
郭阜林,04/16(7),樂天,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
廖健富,04/16(7),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
蘇智傑,04/16(7),樂天,4,3,1,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.308,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林智平,04/16(7),統一7-ELEVEn,1,1,2,1,1,0.0,0.0,1.0,4.0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
鄭鎧文,04/16(7),樂天,3,2,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.333,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
詹智堯,04/16(7),統一7-ELEVEn,1,1,3,1,1,1.0,0.0,0.0,2.0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
陳俊秀,04/16(7),統一7-ELEVEn,5,4,2,2,3,2.0,0.0,0.0,5.0,0,0,0.0,0.3,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
郭嚴文,04/16(7),統一7-ELEVEn,4,4,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.556,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
林泓育,04/16(7),統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.222,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-16,7
余德龍,04/17(9),富邦,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
江坤宇,04/17(8),統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,1.0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-04-17,8
林智勝,04/17(8),統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
蘇智傑,04/17(8),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,3,0,0.0,0.294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
高國麟,04/17(9),樂天,5,4,2,1,2,0.0,0.0,1.0,5.0,1,0,0.0,0.429,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
劉時豪,04/17(9),富邦,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
蘇緯達,04/17(8),統一7-ELEVEn,4,4,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
藍寅倫,04/17(9),富邦,2,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
郭嚴文,04/17(9),富邦,4,4,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.462,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
蔣智賢,04/17(9),樂天,5,5,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林宥穎,04/17(9),樂天,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
張正偉,04/17(9),樂天,5,4,1,2,2,0.0,0.0,1.0,5.0,0,1,0.0,0.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
張志豪,04/17(8),統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.133,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
林承飛,04/17(9),富邦,3,3,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
廖健富,04/17(9),富邦,1,1,1,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林益全,04/17(9),樂天,4,4,2,1,1,0.0,0.0,1.0,4.0,1,0,0.0,0.083,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
鄭鎧文,04/17(8),中信兄弟,4,4,0,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
林泓育,04/17(9),富邦,5,5,0,1,2,1.0,0.0,0.0,3.0,1,0,0.0,0.28600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
李宗賢,04/17(9),樂天,4,4,0,1,2,1.0,0.0,0.0,3.0,0,1,0.0,0.5710000000000001,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林靖凱,04/17(8),中信兄弟,2,2,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
胡金龍,04/17(9),樂天,5,4,1,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.462,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
戴培峰,04/17(9),樂天,4,4,2,1,1,0.0,0.0,1.0,4.0,2,0,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林哲瑄,04/17(9),樂天,5,4,0,1,0,0.0,0.0,0.0,0.0,1,1,0.0,0.273,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
王威晨,04/17(8),統一7-ELEVEn,4,3,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.353,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
岳東華,04/17(8),統一7-ELEVEn,3,2,0,2,1,0.0,0.0,0.0,1.0,1,0,0.0,0.267,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
范國宸,04/17(9),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
陳子豪,04/17(8),統一7-ELEVEn,2,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.091,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
陳晨威,04/17(9),富邦,5,5,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.16699999999999998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
郭永維,04/17(9),富邦,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
楊家維,04/17(8),中信兄弟,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.111,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
潘傑楷,04/17(8),中信兄弟,3,3,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.16699999999999998,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
成晉,04/17(9),富邦,4,4,3,2,2,0.0,0.0,1.0,5.0,1,0,0.0,0.231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林安可,04/17(8),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.083,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
王正棠,04/17(9),樂天,5,5,2,1,1,1.0,0.0,0.0,2.0,2,0,0.0,0.28600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
陳鏞基,04/17(8),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.312,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
鄧志偉,04/17(8),中信兄弟,4,2,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.4,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
高宇杰,04/17(8),統一7-ELEVEn,4,4,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
陳品捷,04/17(9),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
陳重羽,04/17(8),中信兄弟,4,4,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.308,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
林立,04/17(9),富邦,5,4,4,4,3,0.0,0.0,2.0,9.0,0,0,0.0,0.5379999999999999,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
陳傑憲,04/17(8),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,1.0,0.16699999999999998,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-04-17,8
詹子賢,04/17(8),統一7-ELEVEn,4,3,2,1,2,1.0,0.0,0.0,3.0,0,0,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
朱育賢,04/17(9),富邦,4,3,0,1,2,0.0,0.0,0.0,2.0,1,0,0.0,0.6920000000000001,0.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
吳東融,04/17(8),統一7-ELEVEn,4,3,0,0,2,2.0,0.0,0.0,4.0,1,0,0.0,0.429,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,8
陳俊秀,04/17(9),富邦,3,3,2,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9
林智平,04/18(11),富邦,1,1,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
郭阜林,04/18(10),中信兄弟,3,3,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
蔣智賢,04/18(11),樂天,3,2,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.294,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
林益全,04/18(11),樂天,5,5,1,1,3,0.0,0.0,0.0,3.0,0,0,0.0,0.235,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
李宗賢,04/18(11),樂天,4,3,0,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
于森旭,04/18(11),樂天,2,2,2,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
吳東融,04/18(10),統一7-ELEVEn,4,2,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
王正棠,04/18(11),樂天,5,4,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.222,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
林智勝,04/18(10),統一7-ELEVEn,4,4,2,0,1,0.0,0.0,0.0,1.0,2,0,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
王威晨,04/18(10),統一7-ELEVEn,4,3,0,1,3,0.0,0.0,0.0,3.0,0,0,0.0,0.45,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
鄧志偉,04/18(10),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
陳鏞基,04/18(10),中信兄弟,1,1,1,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.353,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
林泓育,04/18(11),富邦,5,5,2,2,2,1.0,0.0,1.0,6.0,0,0,0.0,0.316,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
蘇智傑,04/18(10),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.238,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
鄭鎧文,04/18(10),中信兄弟,3,3,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.316,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
陳傑憲,04/18(10),中信兄弟,4,4,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.136,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
張志豪,04/18(10),統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.133,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
林立,04/18(11),富邦,5,4,4,1,2,1.0,0.0,0.0,3.0,2,0,0.0,0.529,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
林靖凱,04/18(10),中信兄弟,3,3,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
詹子賢,04/18(10),統一7-ELEVEn,4,3,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.421,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
胡金龍,04/18(11),樂天,5,5,1,2,1,0.0,0.0,0.0,1.0,0,0,0.0,0.389,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
陳晨威,04/18(11),富邦,5,4,2,2,3,1.0,0.0,0.0,4.0,0,0,0.0,0.312,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
朱育賢,04/18(11),富邦,3,3,1,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.688,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
劉時豪,04/18(11),富邦,5,4,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
方克偉,04/18(11),樂天,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
陳品捷,04/18(11),樂天,5,5,3,1,2,0.0,0.0,1.0,5.0,2,0,0.0,0.28600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
余德龍,04/18(11),富邦,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
陳重羽,04/18(10),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.235,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
岳東華,04/18(10),統一7-ELEVEn,4,4,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.316,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
唐肇廷,04/18(10),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
郭嚴文,04/18(11),富邦,4,4,0,2,2,1.0,0.0,0.0,3.0,2,0,0.0,0.471,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
陳文杰,04/18(10),統一7-ELEVEn,3,2,1,1,1,1.0,0.0,0.0,2.0,0,1,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
高國麟,04/18(11),樂天,3,3,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
林安可,04/18(10),中信兄弟,4,4,0,1,1,1.0,0.0,0.0,2.0,0,0,0.0,0.125,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
林承飛,04/18(11),富邦,3,3,1,2,2,0.0,0.0,0.0,2.0,0,0,0.0,0.385,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
江亮緯,04/18(10),中信兄弟,3,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.125,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
詹智堯,04/18(11),富邦,2,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
范國宸,04/18(11),樂天,2,2,2,2,2,0.0,0.0,0.0,2.0,0,0,0.0,0.667,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
蘇緯達,04/18(10),統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.2,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
成晉,04/18(11),富邦,5,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.17600000000000002,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
陳俊秀,04/18(11),富邦,5,4,0,1,2,0.0,0.0,0.0,2.0,0,1,0.0,0.353,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
潘傑楷,04/18(10),中信兄弟,2,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.154,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
高宇杰,04/18(10),統一7-ELEVEn,4,3,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.154,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
張正偉,04/18(11),樂天,5,4,0,1,2,0.0,0.0,0.0,2.0,1,0,0.0,0.421,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,11
江坤宇,04/18(10),統一7-ELEVEn,4,3,2,2,1,0.0,0.0,1.0,4.0,0,0,0.0,0.364,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-18,10
