NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
高國輝,,統一7-ELEVEn,5,5,2,1,2,0.0,0.0,1.0,,0,0,0.0,0.321,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
蔣智賢,,統一7-ELEVEn,5,2,0,1,1,0.0,0.0,0.0,,0,0,0.0,0.314,0.0,0.0,3,,0.0,0.0,,,,,,,1.0,,,2020-09-26,214
林益全,,統一7-ELEVEn,5,5,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.31,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
林哲瑄,,統一7-ELEVEn,4,3,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.271,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-26,214
高國麟,,統一7-ELEVEn,4,2,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.28600000000000003,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
陳凱倫,,統一7-ELEVEn,4,4,1,0,2,0.0,0.0,0.0,,1,0,0.0,0.278,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
戴培峰,,統一7-ELEVEn,3,3,1,0,0,0.0,0.0,0.0,,1,0,0.0,0.25,0.0,1.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-26,214
林宥穎,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.259,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
陳傑憲,,富邦,4,4,0,0,0,0.0,0.0,0.0,,4,0,0.0,0.369,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
潘傑楷,,富邦,2,2,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.196,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
陳鏞基,,富邦,2,2,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.35,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
蘇智傑,,富邦,4,4,0,1,2,1.0,0.0,0.0,,0,1,0.0,0.32,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
郭阜林,,富邦,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.315,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-26,214
林安可,,富邦,4,4,1,2,3,1.0,0.0,0.0,,0,0,0.0,0.305,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
羅暐捷,,富邦,3,3,0,0,2,1.0,0.0,0.0,,1,0,0.0,0.25,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
羅國龍,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.138,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
林祖傑,,富邦,4,4,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.264,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-26,214
陳重羽,,富邦,1,1,1,0,1,0.0,0.0,0.0,,0,0,0.0,0.27,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
林祐樂,,富邦,3,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.249,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
林靖凱,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.222,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
吳桀睿,,富邦,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.319,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-26,214
李宗賢,,統一7-ELEVEn,7,7,1,2,3,1.0,0.0,0.0,,0,0,0.0,0.318,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-09-27,216
張進德,,統一7-ELEVEn,7,7,5,4,4,0.0,0.0,2.0,,0,0,0.0,0.358,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
高國輝,,統一7-ELEVEn,3,3,0,0,2,0.0,0.0,0.0,,0,0,0.0,0.325,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
高國麟,,統一7-ELEVEn,3,2,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.284,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-27,216
蔣智賢,,統一7-ELEVEn,6,4,0,2,1,0.0,0.0,0.0,,0,0,0.0,0.313,0.0,0.0,2,,0.0,2.0,,,,,,,1.0,,,2020-09-27,216
林益全,,統一7-ELEVEn,6,5,1,2,3,0.0,0.0,0.0,,1,0,0.0,0.314,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
林哲瑄,,統一7-ELEVEn,3,3,1,3,3,0.0,0.0,0.0,,0,1,0.0,0.28300000000000003,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
申皓瑋,,統一7-ELEVEn,2,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.294,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
張正偉,,統一7-ELEVEn,6,5,4,4,4,1.0,0.0,0.0,,0,0,0.0,0.298,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
陳凱倫,,統一7-ELEVEn,4,4,2,2,2,1.0,0.0,0.0,,1,0,0.0,0.28600000000000003,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-27,216
王正棠,,統一7-ELEVEn,1,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.258,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-27,216
辛元旭,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
戴培峰,,統一7-ELEVEn,5,5,5,1,3,1.0,1.0,0.0,,0,0,0.0,0.267,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
林宥穎,,統一7-ELEVEn,1,1,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.263,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
陳傑憲,,富邦,6,5,3,2,2,1.0,0.0,0.0,,0,0,0.0,0.369,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
蘇智傑,,富邦,6,4,1,4,2,0.0,0.0,0.0,,1,0,0.0,0.322,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
陳鏞基,,富邦,3,3,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.35,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
林安可,,富邦,3,3,2,1,2,0.0,0.0,1.0,,0,0,0.0,0.307,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
高國慶,,富邦,6,6,1,0,0,0.0,0.0,0.0,,3,0,0.0,0.29600000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
郭阜林,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.313,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
陳重廷,,富邦,5,5,3,2,2,0.0,0.0,1.0,,1,0,0.0,0.289,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
羅國龍,,富邦,3,3,1,0,2,0.0,0.0,0.0,,1,0,0.0,0.188,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
潘傑楷,,富邦,3,3,0,1,0,0.0,0.0,0.0,,2,0,0.0,0.18600000000000005,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
唐肇廷,,富邦,5,4,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.361,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
林祖傑,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.263,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
林靖凱,,富邦,4,3,1,2,2,0.0,0.0,0.0,,0,0,0.0,0.227,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-27,216
陳重羽,,富邦,2,2,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.273,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
羅暐捷,,富邦,3,2,2,2,1,1.0,0.0,0.0,,0,0,0.0,0.28600000000000003,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-27,216
王威晨,,統一7-ELEVEn,4,4,1,0,2,0.0,1.0,0.0,,1,0,0.0,0.345,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-09-29,217
吳東融,,統一7-ELEVEn,3,2,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.293,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-29,217
潘志芳,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.333,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
許基宏,,統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.304,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
周思齊,,統一7-ELEVEn,4,3,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.33,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
張志豪,,統一7-ELEVEn,3,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.29100000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
高宇杰,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.233,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
詹子賢,,統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.338,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳文杰,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.3,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
江坤宇,,統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.321,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
岳東華,,統一7-ELEVEn,1,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.264,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳家駒,,統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.317,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
林智勝,,統一7-ELEVEn,2,1,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.261,0.0,0.0,1,,0.0,1.0,,,,,,,0.0,,,2020-09-29,217
岳政華,,統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.5,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
杜家明,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.312,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳傑憲,,中信兄弟,5,3,1,2,0,0.0,0.0,0.0,,0,0,0.0,0.366,0.0,0.0,1,,1.0,0.0,,,,,,,0.0,,,2020-09-29,217
蘇智傑,,中信兄弟,5,4,4,2,1,0.0,0.0,1.0,,1,0,0.0,0.321,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
唐肇廷,,中信兄弟,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.361,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
林安可,,中信兄弟,5,5,5,2,3,1.0,0.0,2.0,,0,0,0.0,0.311,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳鏞基,,中信兄弟,4,2,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.35100000000000003,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
高國慶,,中信兄弟,1,1,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.301,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
羅暐捷,,中信兄弟,4,4,0,1,1,0.0,1.0,0.0,,1,0,0.0,0.278,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
羅國龍,,中信兄弟,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.182,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳重廷,,中信兄弟,5,5,1,1,2,0.0,0.0,0.0,,1,0,1.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-09-29,217
潘傑楷,,中信兄弟,5,5,0,2,3,0.0,0.0,0.0,,1,0,0.0,0.219,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
林祖傑,,中信兄弟,3,2,0,2,0,0.0,0.0,0.0,,0,1,0.0,0.262,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-29,217
林靖凱,,中信兄弟,2,2,1,0,1,0.0,1.0,0.0,,0,0,0.0,0.229,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
林祐樂,,中信兄弟,3,2,1,2,1,0.0,0.0,1.0,,1,0,0.0,0.251,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
陳重羽,,中信兄弟,2,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.269,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-29,217
王威晨,,統一7-ELEVEn,6,5,2,1,2,1.0,0.0,0.0,,0,0,0.0,0.345,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
張志豪,,統一7-ELEVEn,6,6,0,0,3,0.0,0.0,0.0,,0,0,0.0,0.294,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
許基宏,,統一7-ELEVEn,6,6,1,1,2,0.0,0.0,1.0,,2,0,0.0,0.305,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
周思齊,,統一7-ELEVEn,6,6,2,1,2,0.0,0.0,1.0,,1,0,0.0,0.33,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
詹子賢,,統一7-ELEVEn,6,6,1,1,1,0.0,0.0,1.0,,1,0,0.0,0.335,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
江坤宇,,統一7-ELEVEn,6,5,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.316,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
岳東華,,統一7-ELEVEn,5,4,1,1,2,0.0,0.0,0.0,,0,1,0.0,0.269,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳文杰,,統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.299,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
林智勝,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.259,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
岳政華,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.5,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳家駒,,統一7-ELEVEn,3,3,0,1,1,0.0,0.0,0.0,,0,0,0.0,0.317,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
吳東融,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
高宇杰,,統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.232,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳傑憲,,中信兄弟,6,6,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.364,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
蘇智傑,,中信兄弟,6,5,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.32,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
林安可,,中信兄弟,6,4,1,1,1,0.0,0.0,1.0,,2,0,0.0,0.311,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳鏞基,,中信兄弟,3,2,0,1,1,0.0,0.0,0.0,,0,0,0.0,0.35200000000000004,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
林靖凱,,中信兄弟,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.229,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳重羽,,中信兄弟,3,2,0,1,0,0.0,0.0,0.0,,0,0,0.0,0.266,0.0,0.0,1,,0.0,0.0,,,,,,,1.0,,,2020-09-30,218
羅暐捷,,中信兄弟,5,5,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.261,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陳重廷,,中信兄弟,5,5,1,0,2,1.0,0.0,0.0,,2,0,0.0,0.295,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
潘傑楷,,中信兄弟,5,4,2,1,2,0.0,1.0,0.0,,0,0,0.0,0.235,0.0,0.0,1,,0.0,0.0,,,,,,,1.0,,,2020-09-30,218
林祖傑,,中信兄弟,3,3,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.259,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
唐肇廷,,中信兄弟,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.358,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
高國慶,,中信兄弟,1,1,2,1,1,0.0,0.0,1.0,,0,0,0.0,0.307,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
林祐樂,,中信兄弟,2,2,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.249,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
郭阜林,,中信兄弟,3,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.309,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,218
陽耀勳,,富邦,4,4,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.315,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-30,219
林立,,富邦,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.35100000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
廖健富,,富邦,4,4,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.34600000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
陳俊秀,,富邦,3,3,0,0,1,1.0,0.0,0.0,,0,0,0.0,0.308,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-09-30,219
楊瑞承,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.3,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
林泓育,,富邦,3,3,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.302,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
劉時豪,,富邦,1,1,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.114,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
郭嚴文,,富邦,3,2,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.269,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
藍寅倫,,富邦,3,2,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.313,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
余德龍,,富邦,2,2,0,0,1,0.0,0.0,0.0,,0,0,0.0,0.29600000000000004,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
林承飛,,富邦,1,1,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.284,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
陳晨威,,富邦,3,2,0,0,1,0.0,0.0,0.0,,0,1,0.0,0.29,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
李宗賢,,樂天,4,4,0,1,3,0.0,1.0,0.0,,0,0,1.0,0.322,1.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
張進德,,樂天,5,5,2,1,2,0.0,0.0,0.0,,1,0,0.0,0.36,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
高國輝,,樂天,4,2,0,2,1,1.0,0.0,0.0,,0,0,0.0,0.326,0.0,0.0,2,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
申皓瑋,,樂天,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.294,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
蔣智賢,,樂天,4,4,3,2,2,0.0,0.0,1.0,,0,0,0.0,0.316,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
辛元旭,,樂天,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
林益全,,樂天,4,4,2,0,2,1.0,0.0,0.0,,1,0,0.0,0.316,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
林哲瑄,,樂天,4,3,0,0,0,0.0,0.0,0.0,,1,1,0.0,0.278,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-09-30,219
張正偉,,樂天,4,4,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.297,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
陳凱倫,,樂天,4,4,1,1,1,1.0,0.0,0.0,,1,0,0.0,0.284,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
林宥穎,,樂天,4,4,0,0,0,0.0,0.0,0.0,,2,0,0.0,0.258,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-09-30,219
陳晨威,,富邦,5,5,2,1,2,0.0,0.0,0.0,,0,0,0.0,0.292,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
林立,,富邦,5,5,2,2,3,0.0,0.0,1.0,,1,1,0.0,0.354,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-01,220
藍寅倫,,富邦,5,5,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.311,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
林泓育,,富邦,5,5,1,0,2,0.0,0.0,0.0,,1,0,0.0,0.304,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
郭嚴文,,富邦,5,5,0,1,2,0.0,1.0,0.0,,0,0,0.0,0.271,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
廖健富,,富邦,5,5,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.339,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
楊瑞承,,富邦,5,4,1,1,2,0.0,0.0,0.0,,2,0,0.0,0.333,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
余德龍,,富邦,4,3,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.298,0.0,0.0,1,,0.0,1.0,,,,,,,0.0,,,2020-10-01,220
林承飛,,富邦,4,4,1,1,1,1.0,0.0,0.0,,0,0,0.0,0.28300000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-01,220
李宗賢,,樂天,5,5,1,1,1,0.0,0.0,1.0,,1,0,0.0,0.32,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
張進德,,樂天,5,5,0,0,2,0.0,0.0,0.0,,1,0,0.0,0.361,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-01,220
高國輝,,樂天,4,4,0,0,0,0.0,0.0,0.0,,3,0,0.0,0.322,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
林益全,,樂天,2,2,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.314,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
范國宸,,樂天,2,2,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.278,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
林哲瑄,,樂天,4,3,0,1,2,0.0,0.0,0.0,,1,1,0.0,0.285,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
高國麟,,樂天,4,4,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.28300000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,1.0,,,2020-10-01,220
辛元旭,,樂天,4,3,0,0,1,0.0,0.0,0.0,,1,0,0.0,0.293,0.0,0.0,0,,1.0,0.0,,,,,,,0.0,,,2020-10-01,220
陳凱倫,,樂天,2,2,1,0,0,0.0,0.0,0.0,,0,0,0.0,0.28,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
于森旭,,樂天,1,1,0,0,0,0.0,0.0,0.0,,0,0,1.0,0.196,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
申皓瑋,,樂天,4,4,0,0,0,0.0,0.0,0.0,,1,0,0.0,0.28800000000000003,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-01,220
陳晨威,,統一7-ELEVEn,2,2,1,1,1,0.0,0.0,0.0,,0,0,0.0,0.293,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
詹智堯,,統一7-ELEVEn,5,4,0,1,1,0.0,0.0,0.0,,1,0,0.0,0.268,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
林立,,統一7-ELEVEn,6,6,3,4,4,0.0,0.0,1.0,,0,0,0.0,0.359,0.0,0.0,0,,0.0,1.0,,,,,,,0.0,,,2020-10-02,221
藍寅倫,,統一7-ELEVEn,6,5,1,3,2,1.0,1.0,0.0,,0,0,0.0,0.313,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
林泓育,,統一7-ELEVEn,6,5,6,3,5,1.0,0.0,2.0,,0,0,0.0,0.314,0.0,0.0,1,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
劉時豪,,統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,0.114,0.0,0.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
朱育賢,,統一7-ELEVEn,5,5,3,0,2,2.0,0.0,0.0,,1,0,0.0,0.359,0.0,1.0,0,,0.0,0.0,,,,,,,0.0,,,2020-10-02,221
